"";"orgao";"acao_longa";"tipo_variacao";"ploa2021";"ploa2020";"variacao";"valor"
"327";"53000 - Ministério do Desenvolvimento Regional";"7G88 - Construção da Barragem Atalaia no Estado do Piauí";"Reduções";1e+06;2100000;-1100000;1,1
"328";"53000 - Ministério do Desenvolvimento Regional";"7K66 - Apoio a Projetos de Desenvolvimento Sustentável Local Integrado";"Reduções";8520157;1,7e+07;-8479843;0,995268397049491
"329";"53000 - Ministério do Desenvolvimento Regional";"8172 - Coordenação e Fortalecimento do Sistema Nacional de Defesa Civil";"Reduções";1900000;3500000;-1600000;0,842105263157895
"330";"53000 - Ministério do Desenvolvimento Regional";"8340 - Desenvolvimento da Rede Regional de Inovação";"Reduções";1072735;2200000;-1127265;1,05083268467981
"331";"53000 - Ministério do Desenvolvimento Regional";"8348 - Apoio a Obras Emergenciais de Mitigação para Redução de Desastres";"Aumentos";32830837;1e+07;22830837;2,2830837
"332";"53000 - Ministério do Desenvolvimento Regional";"8865 - Apoio à Execução de Projetos e Obras de Contenção de Encostas em Áreas Urbanas";"Reduções";31209058;60951868;-29742810;0,953018511484711
"333";"53210 - Agência Nacional de Águas - ANA";"2000 - Administração da Unidade";"Reduções";14771755;34430596;-19658841;1,33083990358627
"334";"54000 - Ministério do Turismo";"0005 - Cumprimento de Sentença Judicial Transitada em Julgado (Precatórios)";"Aumentos";7966849;1165226;6801623;5,83717064329152
"335";"54000 - Ministério do Turismo";"00OQ - Contribuições a Organismos Internacionais sem Exigência de Programação Específica";"Aumentos";789844;337851;451993;1,33784715747474
"336";"54000 - Ministério do Turismo";"10V0 - Apoio a Projetos de Infra-Estrutura Turística";"Aumentos";20999999;5283349;15716650;2,97475143133645
"337";"54000 - Ministério do Turismo";"14TJ - Participação da União na Implantação do Programa de Desenvolvimento do Turismo – Prodetur";"Reduções";5e+06;9740321;-4740321;0,9480642
"338";"54000 - Ministério do Turismo";"14U2 - Implantação, Instalação e Modernização de Espaços e Equipamentos Culturais";"Aumentos";15017035;8087000;6930035;0,856935204649437
"339";"54000 - Ministério do Turismo";"15P0 - Apoio para Pavimentação e Urbanização da Estrada Parque Rota Ecológica - Trecho de 23,5 km da Rodovia AL-101";"Reduções";2238869;4566094;-2327225;1,03946456894084
"340";"54000 - Ministério do Turismo";"15P1 - Apoio à Construção da Segunda Etapa do Galpão Fábrica do Samba";"Reduções";2254030;4806415;-2552385;1,13236514154647
"341";"54000 - Ministério do Turismo";"15P2 - Apoio para Implantação e Pavimentação do trecho da Rota Caminhos do Imperador/AL - 1ª Etapa - Rodovia Al-230 - entroncamento Al -110 até o entroncamento da BR-101";"Reduções";1019713;5407217;-4387504;4,30268516729707
"342";"54000 - Ministério do Turismo";"20KH - Ações Integradas de Cultura e Educação";"Reduções";1799999;4242303;-2442304;1,35683630935351
"343";"54000 - Ministério do Turismo";"2C01 - Estudos e Pesquisas das Oportunidades de Investimentos no Âmbito do Ativo Turístico Brasileiro";"Aumentos";3999999;579025;3420974;5,90816285998014
"344";"54000 - Ministério do Turismo";"7XB6 - Apoio para Requalificação da Orla do Rio Branco/Bacia do Caxangá";"Reduções";3808443;8411227;-4602784;1,2085736874623
"345";"54207 - Agência Nacional do Cinema - ANCINE";"00S0 - Contribuição ao Programa Ibermedia";"Reduções";999999;2500000;-1500001;1,5000025000025
"346";"54207 - Agência Nacional do Cinema - ANCINE";"0181 - Aposentadorias e Pensões - Servidores Civis";"Aumentos";2086500;965099;1121401;1,16195436944811
"347";"55000 - Ministério da Cidadania";"09HW - Concessão de Bolsa a Atletas";"Aumentos";145200000;7e+07;75200000;1,07428571428571
"348";"55000 - Ministério da Cidadania";"0Z00 - Reserva de Contingência - Financeira";"Reduções";83723403;184004478;-100281075;1,19776635213932
"349";"55000 - Ministério da Cidadania";"14TP - Implantação de Infraestrutura Esportiva de Alto Rendimento";"Aumentos";16340000;9e+06;7340000;0,815555555555556
"350";"55000 - Ministério da Cidadania";"20TR - Apoio à Manutenção da Educação Infantil";"Reduções";3e+06;7320000;-4320000;1,44
"351";"55000 - Ministério da Cidadania";"216H - Ajuda de Custo para Moradia ou Auxílio-Moradia a Agentes Públicos";"Reduções";1350000;2945759;-1595759;1,1820437037037
"352";"55000 - Ministério da Cidadania";"2792 - Distribuição de Alimentos a Grupos Populacionais Específicos";"Aumentos";18384101;6e+06;12384101;2,06401683333333
"353";"55000 - Ministério da Cidadania";"4572 - Capacitação de Servidores Públicos Federais em Processo de Qualificação e Requalificação";"Reduções";6e+05;2219123;-1619123;2,69853833333333
"354";"55000 - Ministério da Cidadania";"4641 - Publicidade de Utilidade Pública";"Aumentos";46707897;2,2e+07;24707897;1,12308622727273
"355";"55000 - Ministério da Cidadania";"6414 - Sistema Nacional para Identificação e Seleção de Público-Alvo para os Programas de Transferência de Renda - Cadastro Único";"Aumentos";21038965;9929029;11109936;1,11893479211311
"356";"55000 - Ministério da Cidadania";"8458 - Apoio à Agricultura Urbana";"Aumentos";5e+05;1e+05;4e+05;4
"357";"55000 - Ministério da Cidadania";"8893 - Apoio à Organização e Gestão do Sistema Único de Assistência Social - SUAS";"Aumentos";67958520;20882000;47076520;2,25440666602816
"358";"81000 - Ministério da Mulher, da Família e dos Direitos Humanos";"0536 - Benefícios de Legislação Especial";"Reduções";80847;224406;-143559;1,77568740955137
"359";"81000 - Ministério da Mulher, da Família e dos Direitos Humanos";"14UF - Construção, Reforma, Equipagem e Ampliação de Unidades de Atendimento Especializado a Crianças e Adolescentes";"Aumentos";1590233;450000;1140233;2,53385111111111
"360";"81000 - Ministério da Mulher, da Família e dos Direitos Humanos";"14XS - Construção da Casa da Mulher Brasileira";"Reduções";1091716;2e+06;-908284;0,831978280065512
